School,Type,Year,Date,Time,City,State,City Type,Race,Killed,Injured,Victims,Longitude,Latitude
Hinkley High School,High School,2021,11/19/2021,13:50:00,Aurora,Colorado,,Unknown,Unknown,Unknown,Unknown,,
Cleveland School Bus,Unknown,2021,11/23/2021,07:30:00,Cleveland,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Thornton Township High School,High School,2021,11/24/2021,15:00:00,Harvey,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Westmount High School,High School,2021,11/26/2021,21:00:00,San Jose,California,,Unknown,Unknown,Unknown,Unknown,,
Cesar Chavez High School,High School,2021,11/29/2021,15:00:00,Phoenix,Arizona,,Unknown,Unknown,Unknown,Unknown,,
West Middle School,Middle School,2021,11/29/2021,16:00:00,Rockford,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Humboldt High School,High School,2021,11/30/2021,20:30:00,Humboldt,Tennessee,,Unknown,Unknown,Unknown,Unknown,,
Los Angeles School Bus,Unknown,2021,11/30/2021,17:30:00,Los Angeles,California,,Unknown,Unknown,Unknown,Unknown,,
Oxford High School,High School,2021,11/30/2021,12:51:00,Oxford,Michigan,,Unknown,Unknown,Unknown,Unknown,,
Whitehall Yearling High School,High School,2021,11/30/2021,18:00:00,Whitehall,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Sam Rayburn High School,High School,2021,12/01/2021,11:00:00,Pasadena,Texas,,Unknown,Unknown,Unknown,Unknown,,
Garfield High School,High School,2021,12/02/2021,16:30:00,Seattle,Washington,,Unknown,Unknown,Unknown,Unknown,,
Blytheville High School,High School,2021,12/03/2021,21:15:00,Blytheville,Arkansas,,Unknown,Unknown,Unknown,Unknown,,
Susan E. Wagner High School,High School,2021,12/06/2021,15:00:00,Staten Island,New York,,Unknown,Unknown,Unknown,Unknown,,
Wilmington Park Elementary School,Elementary School,2021,12/06/2021,16:46:00,Wilmington,California,,Unknown,Unknown,Unknown,Unknown,,
Haines Elementary School,Elementary School,2021,12/07/2021,12:30:00,Chicago,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Ewing Marion Kauffman School,High,2021,12/08/2021,20:30:00,Kansas City,Missouri,,Unknown,Unknown,Unknown,Unknown,,
St. Matthews Elementary School,Elementary School,2021,12/08/2021,21:30:00,Louisville,Kentucky,,Unknown,Unknown,Unknown,Unknown,,
Greater Oaks Charter School,Elementary,2021,12/09/2021,09:30:00,New York,New York,,Unknown,Unknown,Unknown,Unknown,,
Jesse C. Carson High,High,2021,12/09/2021,14:00:00,China Grove,North Carolina,,Unknown,Unknown,Unknown,Unknown,,
Canal Winchester High School,High School,2021,12/10/2021,05:50:00,Canal Winchester,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Edward A. Upthegrove Elementary School,Elementary School,2021,12/11/2021,14:00:00,LaBelle,Florida,,Unknown,Unknown,Unknown,Unknown,,
Jones County High School,High School,2021,12/11/2021,20:15:00,Gray,Georgia,,Unknown,Unknown,Unknown,Unknown,,
School No. 17,K-8,2021,12/12/2021,18:30:00,Rochester,New York,,Unknown,Unknown,Unknown,Unknown,,
East River High School,High School,2021,12/13/2021,15:00:00,Orlando,Florida,,Unknown,Unknown,Unknown,Unknown,,
West Charlotte High School,High School,2021,12/13/2021,14:16:00,Charlotte,North Carolina,,Unknown,Unknown,Unknown,Unknown,,
Menchville High School,High School,2021,12/14/2021,20:40:00,Newport News,Virginia,,Unknown,Unknown,Unknown,Unknown,,
South Division High School,High School,2021,12/14/2021,11:30:00,Milwaukee,Wisconsin,,Unknown,Unknown,Unknown,Unknown,,
Eau Claire High School,High School,2021,12/16/2021,15:00:00,Columbia,South Carolina,,Unknown,Unknown,Unknown,Unknown,,
P.S. 026 Jesse Owens,Elementary,2021,12/16/2021,08:55:00,Brooklyn,New York,,Unknown,Unknown,Unknown,Unknown,,
Woodrow Wilson Junior High,Middle School,2021,12/17/2021,15:00:00,Dayton,Texas,,Unknown,Unknown,Unknown,Unknown,,
Catawba College (high school tournament),High School,2021,12/29/2021,20:15:00,Salisbury,North Carolina,,Unknown,Unknown,Unknown,Unknown,,
Childpeace Montessori School,K-8,2022,01/03/2022,13:00:00,Portland,Oregon,,Unknown,Unknown,Unknown,Unknown,,
Columbus School Bus,Unknown,2022,01/03/2022,05:40:00,Columbus,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Auburn High School,High School,2022,01/04/2022,13:50:00,Rockford,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Florin High School,High School,2022,01/06/2022,15:40:00,Sacramento,California,,Unknown,Unknown,Unknown,Unknown,,
Valley High School,High School,2022,01/11/2022,19:40:00,Albuquerque,New Mexico,,Unknown,Unknown,Unknown,Unknown,,
Gaithersburg High School,High School,2022,01/14/2022,06:50:00,Gaithersburg,Maryland,,Unknown,Unknown,Unknown,Unknown,,
Pyburn Elementary School,Elementary School,2022,01/17/2022,11:20:00,Houston,Texas,,Unknown,Unknown,Unknown,Unknown,,
Anacostia High School,High School,2022,01/19/2022,16:00:00,Washington,DC,,Unknown,Unknown,Unknown,Unknown,,
Manor High School,High School,2022,01/19/2022,15:00:00,Portsmouth,Virginia,,Unknown,Unknown,Unknown,Unknown,,
Pittsburgh Oliver Citywide Academy,K-12,2022,01/19/2022,14:00:00,Pittsburgh,Pennsylvania,,Unknown,Unknown,Unknown,Unknown,,
Seminole High School,High School,2022,01/19/2022,23:57:00,Sanford,Florida,,Unknown,Unknown,Unknown,Unknown,,
Magruder High School,High School,2022,01/21/2022,12:53:00,Rockville,Maryland,,Unknown,Unknown,Unknown,Unknown,,
McNair High School,High School,2022,01/21/2022,14:30:00,Atlanta,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Sunrise Mountain High School,High School,2022,01/24/2022,12:30:00,Las Vegas,Nevada,,Unknown,Unknown,Unknown,Unknown,,
Bartram High School,High School,2022,01/26/2022,14:54:00,Philadelphia,Pennsylvania,,Unknown,Unknown,Unknown,Unknown,,
Montgomery Elementary School,Elementary School,2022,01/27/2022,22:00:00,Houston,Texas,,Unknown,Unknown,Unknown,Unknown,,
Carroll High School,High School,2022,01/28/2022,19:00:00,Monroe,Louisiana,,Unknown,Unknown,Unknown,Unknown,,
Beloit Memorial High School,High School,2022,01/29/2022,20:55:00,Beloit,Wisconsin,,Unknown,Unknown,Unknown,Unknown,,
Academy Park High School,High School,2022,02/01/2022,15:20:00,Sharon Hill,Pennsylvania,,Unknown,Unknown,Unknown,Unknown,,
Alessandro Volta Elementary School,Elementary School,2022,02/01/2022,10:00:00,Chicago,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Rufus King High School,High School,2022,02/01/2022,19:45:00,Milwaukee,Wisconsin,,Unknown,Unknown,Unknown,Unknown,,
South Education Center,K-12,2022,02/01/2022,12:04:00,Richfield,Minnesota,,Unknown,Unknown,Unknown,Unknown,,
Logan County Community Technology Center,High,2022,02/02/2022,08:15:00,Russellville,Kentucky,,Unknown,Unknown,Unknown,Unknown,,
Speight Middle School,Middle School,2022,02/03/2022,16:40:00,Stantonsburg,North Carolina,,Unknown,Unknown,Unknown,Unknown,,
Southwest DeKalb High School,High School,2022,02/04/2022,14:00:00,Decatur,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Wenonah High School,High School,2022,02/04/2022,21:15:00,Birmingham,Alabama,,Unknown,Unknown,Unknown,Unknown,,
Catonsville High School,High School,2022,02/08/2022,15:00:00,Catonsville,Maryland,,Unknown,Unknown,Unknown,Unknown,,
Mount Vernon High School,High School,2022,02/08/2022,14:30:00,Mount Vernon,New York,,Unknown,Unknown,Unknown,Unknown,,
McKinley High School,High School,2022,02/09/2022,15:45:00,Buffalo,New York,,Unknown,Unknown,Unknown,Unknown,,
Minneapolis School Bus,Elementary,2022,02/09/2022,14:15:00,Minneapolis,Minnesota,,Unknown,Unknown,Unknown,Unknown,,
Eagle Academy,K-8,2022,02/11/2022,14:00:00,Washington,DC,,Unknown,Unknown,Unknown,Unknown,,
Lake City Middle School,Middle School,2022,02/14/2022,15:00:00,Lake City,Florida,,Unknown,Unknown,Unknown,Unknown,,
McClure Elementary School,Elementary School,2022,02/17/2022,17:00:00,Grandview,Washington,,Unknown,Unknown,Unknown,Unknown,,
Tewksbury High School,High School,2022,02/18/2022,20:10:00,Tewksbury,Massachusetts,,Unknown,Unknown,Unknown,Unknown,,
Camelot Elementary School,Elementary School,2022,02/19/2022,13:07:00,Chesapeake,Virginia,,Unknown,Unknown,Unknown,Unknown,,
McColm High School,High School,2022,02/20/2022,16:50:00,McColm,Mississippi,,Unknown,Unknown,Unknown,Unknown,,
Wilson Middle School,Middle School,2022,02/20/2022,03:30:00,Wilson,Oklahoma,,Unknown,Unknown,Unknown,Unknown,,
John Carroll Elementary School,Elementary School,2022,02/21/2022,17:20:00,Hyattsville,Maryland,,Unknown,Unknown,Unknown,Unknown,,
Alief ISD Center for Advanced Careers,High,2022,02/22/2022,16:30:00,Houston,Texas,,Unknown,Unknown,Unknown,Unknown,,
Liberty Point International Middle School,Middle School,2022,02/22/2022,15:20:00,Pueblo,Colorado,,Unknown,Unknown,Unknown,Unknown,,
Woodbridge High School,High School,2022,02/23/2022,20:10:00,Woodbridge,Virginia,,Unknown,Unknown,Unknown,Unknown,,
Sonnie Hereford Elementary,Elementary,2022,02/25/2022,10:30:00,Huntsville,Alabama,,Unknown,Unknown,Unknown,Unknown,,
West Mesa High School,High School,2022,02/25/2022,08:00:00,Albuquerque,New Mexico,,Unknown,Unknown,Unknown,Unknown,,
Dunbar High School,High School,2022,02/27/2022,05:10:00,Washington,DC,,Unknown,Unknown,Unknown,Unknown,,
Boys and Girls High School,High School,2022,02/28/2022,14:50:00,Brooklyn,New York,,Unknown,Unknown,Unknown,Unknown,,
JW Sexton High School,High School,2022,03/03/2022,13:15:00,Lansing,Michigan,,Unknown,Unknown,Unknown,Unknown,,
Olathe East High School,High School,2022,03/04/2022,10:30:00,Olathe,Kansas,,Unknown,Unknown,Unknown,Unknown,,
East High School,High School,2022,03/07/2022,02:50:00,Des Moines,Iowa,,Unknown,Unknown,Unknown,Unknown,,
Espanola Valley High School,High School,2022,03/09/2022,21:00:00,Espanola,New Mexico,,Unknown,Unknown,Unknown,Unknown,,
Kimball High School,High School,2022,03/09/2022,19:00:00,Houston,Texas,,Unknown,Unknown,Unknown,Unknown,,
North Gardens High School,High School,2022,03/09/2022,13:30:00,Miami Gardens,Florida,,Unknown,Unknown,Unknown,Unknown,,
Cora L. Rice Elementary School,Elementary School,2022,03/10/2022,02:15:00,Landover,Maryland,,Unknown,Unknown,Unknown,Unknown,,
Hamilton Middle School,Middle School,2022,03/10/2022,08:00:00,Memphis,Tennessee,,Unknown,Unknown,Unknown,Unknown,,
Rock Canyon High School,High School,2022,03/10/2022,09:22:00,Highlands Ranch,Colorado,,Unknown,Unknown,Unknown,Unknown,,
De Anza High School,High School,2022,03/11/2022,15:00:00,Richmond,California,,Unknown,Unknown,Unknown,Unknown,,
Fairland Middle School,Middle School,2022,03/11/2022,12:00:00,Proctorville,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Jerstad-Agerholm Elementary School,Elementary School,2022,03/11/2022,Unknown,Racine,Wisconsin,,Unknown,Unknown,Unknown,Unknown,,
New Foundations Charter School,K-8,2022,03/13/2022,Unknown,Philadelphia,Pennsylvania,,Unknown,Unknown,Unknown,Unknown,,
Kraemer Middle School,Middle School,2022,03/14/2022,09:00:00,Placentia,California,,Unknown,Unknown,Unknown,Unknown,,
Eisenhower High School,High School,2022,03/15/2022,15:00:00,Yakima,Washington,,Unknown,Unknown,Unknown,Unknown,,
Forest Park Middle School,Middle School,2022,03/15/2022,Unknown,Forest Park,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Paul Lawrence Dunbar High School,High School,2022,03/15/2022,15:20:00,Baltimore,Maryland,,Unknown,Unknown,Unknown,Unknown,,
Tech Academy Boston,High,2022,03/15/2022,17:40:00,Boston,Massachusetts,,Unknown,Unknown,Unknown,Unknown,,
Loma Vista Middle School,Middle School,2022,03/16/2022,17:00:00,Riverside,California,,Unknown,Unknown,Unknown,Unknown,,
Redington Jr/Sr High School,High School,2022,03/17/2022,14:30:00,Wasilla,Alaska,,Unknown,Unknown,Unknown,Unknown,,
Barrington High School,High School,2022,03/18/2022,08:00:00,Barrington,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Madison High School,High School,2022,03/18/2022,10:00:00,Mansfield,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Unknown,High,2022,03/18/2022,14:50:00,Providence,Rhode Island,,Unknown,Unknown,Unknown,Unknown,,
Central Baldwin Middle School,Middle School,2022,03/19/2022,13:50:00,Loxley,Alabama,,Unknown,Unknown,Unknown,Unknown,,
Desert Canyon Middle School,Middle School,2022,03/21/2022,11:15:00,Scottsdale,Arizona,,Unknown,Unknown,Unknown,Unknown,,
Leap of Faith Middle School,Middle School,2022,03/21/2022,13:00:00,Pascagoula,Mississippi,,Unknown,Unknown,Unknown,Unknown,,
Mahone Middle School,Middle School,2022,03/21/2022,03:25:00,Kenosha,Wisconsin,,Unknown,Unknown,Unknown,Unknown,,
James Madison Middle School,Middle School,2022,03/22/2022,16:00:00,Roanoke,Virginia,,Unknown,Unknown,Unknown,Unknown,,
New Smyrna Beach High School,High School,2022,03/22/2022,15:20:00,New Smyrna Beach,Florida,,Unknown,Unknown,Unknown,Unknown,,
Woodrow Wilson High School,High School,2022,03/22/2022,15:00:00,Dallas,Texas,,Unknown,Unknown,Unknown,Unknown,,
Rippon Middle School,Middle School,2022,03/24/2022,11:11:00,Woodbridge,Virginia,,Unknown,Unknown,Unknown,Unknown,,
Brighton High School,High School,2022,03/25/2022,Unknown,Memphis,Tennessee,,Unknown,Unknown,Unknown,Unknown,,
Highland High School,High School,2022,03/25/2022,12:00:00,Salt Lake City,Utah,,Unknown,Unknown,Unknown,Unknown,,
Royse City High School,High School,2022,03/25/2022,08:15:00,Royse City,Texas,,Unknown,Unknown,Unknown,Unknown,,
North Crowley High School,High School,2022,03/28/2022,16:30:00,Fort Worth,Texas,,Unknown,Unknown,Unknown,Unknown,,
Oakdale Elementary School,Elementary School,2022,03/28/2022,11:30:00,Charlotte,North Carolina,,Unknown,Unknown,Unknown,Unknown,,
Lucy Addison Middle School,Middle School,2022,03/29/2022,14:15:00,Roanoke,Virginia,,Unknown,Unknown,Unknown,Unknown,,
Western High School,High School,2022,03/29/2022,14:15:00,Las Vegas,Nevada,,Unknown,Unknown,Unknown,Unknown,,
Booker T Washington High School,High School,2022,03/30/2022,14:30:00,Atlanta,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Kingman High School,High School,2022,03/30/2022,15:00:00,Kingman,Arizona,,Unknown,Unknown,Unknown,Unknown,,
 West Philadelphia Achievement Charter Elementary School,Elementary School,2022,03/31/2022,08:45:00,Philadelphia,Pennsylvania,,Unknown,Unknown,Unknown,Unknown,,
Tanglewood Middle School,Middle School,2022,03/31/2022,12:30:00,Greenville,South Carolina,,Unknown,Unknown,Unknown,Unknown,,
Bloomington High School South,High School,2022,04/03/2022,19:10:00,Bloomington,Indiana,,Unknown,Unknown,Unknown,Unknown,,
Erie High School,High School,2022,04/05/2022,09:40:00,Erie,Pennsylvania,,Unknown,Unknown,Unknown,Unknown,,
Ripley Middle School,Middle School,2022,04/06/2022,08:00:00,Ripley,West Virginia,,Unknown,Unknown,Unknown,Unknown,,
Roosevelt High School,High School,2022,04/06/2022,21:30:00,Portland,Oregon,,Unknown,Unknown,Unknown,Unknown,,
St. Monica Catholic School,Elementary,2022,04/06/2022,13:30:00,Mercer Island,Washington,,Unknown,Unknown,Unknown,Unknown,,
Lynn English High School,High School,2022,04/10/2022,01:00:00,Lynn,Massachusetts,,Unknown,Unknown,Unknown,Unknown,,
Pine Bluff High School,High School,2022,04/11/2022,14:45:00,Pine Bluff,Arkansas,,Unknown,Unknown,Unknown,Unknown,,
Shelters Elementary School,Elementary School,2022,04/13/2022,13:00:00,Southgate,Michigan,,Unknown,Unknown,Unknown,Unknown,,
Neshoba Central High School,High School,2022,04/14/2022,12:15:00,Philadelphia,Mississippi,,Unknown,Unknown,Unknown,Unknown,,
Gar-Field High School,High School,2022,04/15/2022,21:30:00,Woodbridge,Virginia,,Unknown,Unknown,Unknown,Unknown,,
Meredith Middle School,Middle School,2022,04/16/2022,18:50:00,Des Moines,Iowa,,Unknown,Unknown,Unknown,Unknown,,
Mott-Regent High School,High School,2022,04/21/2022,14:58:00,Mott,North Dakota,,Unknown,Unknown,Unknown,Unknown,,
Edmund Burke School,6-12,2022,04/22/2022,15:20:00,Washington,DC,,Unknown,Unknown,Unknown,Unknown,,
Houck Middle School,Middle School,2022,04/22/2022,23:55:00,Salem,Oregon,,Unknown,Unknown,Unknown,Unknown,,
Mountain View Middle School,Middle School,2022,04/22/2022,18:00:00,Redding,California,,Unknown,Unknown,Unknown,Unknown,,
Hazelwood Central High School,High School,2022,04/24/2022,06:00:00,Florissant,Missouri,,Unknown,Unknown,Unknown,Unknown,,
Marietta City Schools Bus Yard,Other,2022,04/25/2022,21:00:00,Marietta,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Wisconsin Conservatory of Lifelong Learning,6-12,2022,04/25/2022,15:00:00,Milwaukee,Wisconsin,,Unknown,Unknown,Unknown,Unknown,,
Aspen Ridge School,K-8,2022,04/26/2022,12:30:00,Ishpeming Township,Michigan,,Unknown,Unknown,Unknown,Unknown,,
Southwest High School,High School,2022,04/26/2022,22:30:00,Macon,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Coquillard Elementary School,Elementary School,2022,04/27/2022,16:00:00,South Bend,Indiana,,Unknown,Unknown,Unknown,Unknown,,
Morrill Elementary School,Elementary School,2022,04/27/2022,20:18:00,San Antonio,Texas,,Unknown,Unknown,Unknown,Unknown,,
McKee Middle School (McKee Stadium),Middle School,2022,04/30/2022,10:15:00,Jeannette City,Pennsylvania,,Unknown,Unknown,Unknown,Unknown,,
Hamilton Stem Academy,Elementary,2022,05/01/2022,13:30:00,Columbus,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Louise A. Benton Middle School,Middle School,2022,05/01/2022,10:15:00,Manassas,Virginia,,Unknown,Unknown,Unknown,Unknown,,
Arrowview Middle School,Middle School,2022,05/03/2022,05:45:00,San Bernardino,California,,Unknown,Unknown,Unknown,Unknown,,
Dothan City School Bus,K-12,2022,05/05/2022,15:00:00,Dothan,Alabama,,Unknown,Unknown,Unknown,Unknown,,
Lowellville K-12 School,K-12,2022,05/05/2022,10:30:00,Lowellville,Ohio,,Unknown,Unknown,Unknown,Unknown,,
Eden Ii Institute,Other,2022,05/09/2022,15:15:00,Staten Island,New York,,Unknown,Unknown,Unknown,Unknown,,
Riverside Elementary School,Elementary School,2022,05/09/2022,07:15:00,Suwanee,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Andrew Jackson High School,High School,2022,05/11/2022,15:00:00,Jacksonville,Florida,,Unknown,Unknown,Unknown,Unknown,,
Heights High School,High School,2022,05/12/2022,13:15:00,Houston,Texas,,Unknown,Unknown,Unknown,Unknown,,
Hot Springs High School,High School,2022,05/12/2022,19:00:00,Hot Springs,Arkansas,,Unknown,Unknown,Unknown,Unknown,,
Alexander W. Dreyfoos School of the Arts,High,2022,05/13/2022,12:00:00,West Palm Beach,Florida,,Unknown,Unknown,Unknown,Unknown,,
Southwest High School,High School,2022,05/13/2022,19:49:00,Macon,Georgia,,Unknown,Unknown,Unknown,Unknown,,
Belmont Elementary School,Elementary School,2022,05/15/2022,10:00:00,Belmont,New Hampshire,,Unknown,Unknown,Unknown,Unknown,,
Meadow View Elementary School,Elementary School,2022,05/15/2022,19:30:00,Plainfield,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Mexia High School,High School,2022,05/16/2022,11:20:00,Mexia,Texas,,Unknown,Unknown,Unknown,Unknown,,
School Bus,Other,2022,05/17/2022,09:00:00,San Francisco,California,,Unknown,Unknown,Unknown,Unknown,,
Walt Disney Magnet School,K-8,2022,05/17/2022,10:00:00,Chicago,Illinois,,Unknown,Unknown,Unknown,Unknown,,
Palmetto High School,High School,2022,05/18/2022,21:30:00,Palmetto,Florida,,Unknown,Unknown,Unknown,Unknown,,
Riverdale High School,High School,2022,05/18/2022,21:30:00,Murfreesboro,Tennessee,,Unknown,Unknown,Unknown,Unknown,,
East Kentwood High School,High School,2022,05/19/2022,19:30:00,Kentwood,Michigan,,Unknown,Unknown,Unknown,Unknown,,
George Wythe High School,High School,2022,05/19/2022,14:13:00,Richmond,Virginia,,Unknown,Unknown,Unknown,Unknown,,
Hammond High Magnet School,High,2022,05/19/2022,20:00:00,Hammond,Louisiana,,Unknown,Unknown,Unknown,Unknown,,
Canal Winchester High School,High School,2022,05/20/2022,15:00:00,Canal Winchester,Ohio,,Unknown,Unknown,Unknown,Unknown,,
East Lake Elementary School,Elementary School,2022,05/20/2022,05:00:00,Chattanooga,Tennessee,,Unknown,Unknown,Unknown,Unknown,,
Mary W Burroughs Elementary School,Elementary School,2022,05/20/2022,13:30:00,Theodore,Alabama,,Unknown,Unknown,Unknown,Unknown,,
Potomac High School,High School,2022,05/20/2022,08:19:00,Dumfries,Virginia,,Unknown,Unknown,Unknown,Unknown,,
